 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
2 6235.0 41446 l1 PP2 0.0 2.0 1.0 1.0 0.0 0.0 6.0 11.0 8.0 3.0 80003328.0
3 6235.0 41446 l1 PP2 0.0 3.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 11.0 80003685.0
5 6235.0 41446 l1 PP2 0.0 5.0 1.0 1.0 0.0 0.0 5.0 10.0 9.0 4.0 80003687.0
7 6235.0 41446 l1 PP2 0.0 7.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 4.0 80003706.0
8 6235.0 41446 l1 PP2 0.0 8.0 1.0 1.0 0.0 0.0 0.0 2.0 14.0 23.0 80006275.0
10 6235.0 41446 l1 PP2 0.0 10.0 1.0 1.0 0.0 0.0 12.0 21.0 18.0 10.0 80006277.0
11 6235.0 41446 l1 PP2 0.0 11.0 1.0 1.0 0.0 0.0 0.0 0.0 22.0 113.0 80006790.0
12 6235.0 41446 l1 PP2 0.0 12.0 1.0 1.0 0.0 0.0 0.0 22.0 113.0 175.0 80006791.0
14 6235.0 41446 l1 PP2 0.0 14.0 1.0 1.0 0.0 0.0 91.0 153.0 121.0 49.0 80006793.0
15 6235.0 41446 l1 PP2 0.0 15.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 18.0 80007666.0
18 6235.0 41446 l1 PP2 0.0 18.0 1.0 1.0 0.0 0.0 12.0 20.0 17.0 7.0 80007669.0
19 6235.0 41446 l1 PP2 0.0 19.0 1.0 1.0 0.0 0.0 0.0 2.0 7.0 10.0 80007676.0
24 6235.0 41446 l1 PP2 1.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 6.0 2.0 80000362.0
25 6235.0 41446 l1 PP2 1.0 2.0 1.0 1.0 0.0 0.0 0.0 2.0 13.0 26.0 80002111.0
27 6235.0 41446 l1 PP2 1.0 4.0 1.0 1.0 0.0 0.0 11.0 24.0 23.0 13.0 80002113.0
28 6235.0 41446 l1 PP2 1.0 5.0 1.0 1.0 1.0 0.0 0.0 4.0 7.0 4.0 80003687.0
29 6235.0 41446 l1 PP2 1.0 6.0 1.0 1.0 1.0 0.0 0.0 5.0 11.0 9.0 80006792.0
30 6235.0 41446 l1 PP2 1.0 7.0 1.0 1.0 0.0 0.0 5.0 11.0 9.0 4.0 80006793.0
31 6235.0 41446 l1 PP2 2.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 16.0 34.0 80002111.0
33 6235.0 41446 l1 PP2 2.0 2.0 1.0 1.0 0.0 0.0 16.0 34.0 33.0 18.0 80002113.0
34 6235.0 41446 l1 PP2 2.0 3.0 1.0 1.0 0.0 0.0 0.0 2.0 13.0 19.0 80006912.0
36 6235.0 41446 l1 PP2 2.0 5.0 1.0 1.0 0.0 0.0 11.0 17.0 12.0 5.0 80006914.0
39 6235.0 41446 l1 PP2 3.0 2.0 1.0 1.0 1.0 0.0 4.0 7.0 7.0 5.0 80007194.0
40 6235.0 41446 l1 PP2 4.0 0.0 1.0 1.0 0.0 0.0 0.0 2.0 6.0 7.0 80005624.0
44 6235.0 41446 l1 PP2 6.0 0.0 1.0 1.0 0.0 0.0 0.0 3.0 9.0 12.0 80005814.0
46 6235.0 41446 l1 PP2 7.0 0.0 1.0 1.0 1.0 0.0 0.0 2.0 7.0 7.0 80006111.0
47 6235.0 41446 l1 PP2 7.0 1.0 1.0 1.0 1.0 0.0 2.0 7.0 7.0 5.0 80006112.0
49 6235.0 41446 l1 PP3 0.0 1.0 1.0 1.0 1.0 0.0 2.0 6.0 6.0 5.0 80002334.0
50 6235.0 41446 l1 PP3 0.0 2.0 1.0 1.0 1.0 0.0 0.0 4.0 10.0 9.0 80004886.0
51 6235.0 41446 l1 PP3 0.0 3.0 1.0 1.0 0.0 0.0 4.0 10.0 9.0 5.0 80004887.0
52 6235.0 41446 l1 PP3 0.0 4.0 1.0 1.0 1.0 0.0 0.0 2.0 6.0 5.0 80005697.0
53 6235.0 41446 l1 PP3 0.0 5.0 1.0 1.0 0.0 0.0 3.0 7.0 6.0 2.0 80005698.0
55 6235.0 41446 l1 PP3 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 12.0 21.0 80005696.0
57 6235.0 41446 l1 PP3 1.0 3.0 1.0 1.0 0.0 0.0 11.0 20.0 16.0 8.0 80005698.0
58 6235.0 41446 l1 PP3 1.0 4.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 7.0 80006275.0
59 6235.0 41446 l1 PP3 1.0 5.0 1.0 1.0 1.0 0.0 3.0 7.0 7.0 4.0 80006276.0
60 6235.0 41446 l1 PP3 2.0 0.0 1.0 1.0 1.0 0.0 0.0 6.0 7.0 5.0 80002221.0
64 6235.0 41446 l1 PP3 6.0 0.0 1.0 1.0 0.0 0.0 0.0 2.0 7.0 8.0 80004886.0
66 6235.0 41446 l1 PP1 0.0 0.0 1.0 1.0 1.0 0.0 3.0 6.0 6.0 4.0 80003598.0
69 6235.0 41446 l1 PP1 2.0 0.0 1.0 1.0 1.0 0.0 0.0 3.0 8.0 7.0 80000010.0
70 6235.0 41446 l1 PP1 2.0 1.0 1.0 1.0 0.0 0.0 3.0 8.0 7.0 5.0 80000011.0
72 6235.0 41446 l1 PP1 2.0 3.0 1.0 1.0 1.0 0.0 4.0 8.0 8.0 5.0 80000727.0
73 6235.0 41446 l1 PP1 2.0 4.0 1.0 1.0 1.0 0.0 0.0 2.0 6.0 5.0 80003517.0
74 6235.0 41446 l1 PP1 2.0 5.0 1.0 1.0 0.0 0.0 4.0 8.0 7.0 4.0 80003518.0
75 6235.0 41446 l1 PP1 2.0 6.0 1.0 1.0 1.0 0.0 0.0 4.0 6.0 4.0 80004463.0
76 6235.0 41446 l1 PP1 3.0 0.0 1.0 1.0 1.0 0.0 0.0 5.0 12.0 11.0 80003273.0
77 6235.0 41446 l1 PP1 3.0 1.0 1.0 1.0 0.0 0.0 5.0 12.0 11.0 7.0 80003274.0
78 6235.0 41446 l1 PP1 3.0 2.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 56.0 80003515.0
81 6235.0 41446 l1 PP1 3.0 5.0 1.0 1.0 0.0 0.0 49.0 95.0 83.0 42.0 80003518.0
82 6235.0 41446 l1 PP1 3.0 6.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 5.0 80006276.0
84 6235.0 41446 l1 PP1 3.0 8.0 1.0 1.0 1.0 0.0 1.0 6.0 6.0 4.0 80006735.0
85 6235.0 41446 l1 PP1 4.0 0.0 1.0 1.0 0.0 0.0 0.0 3.0 9.0 10.0 80000118.0
87 6235.0 41446 l1 PP1 4.0 2.0 1.0 1.0 0.0 0.0 0.0 4.0 31.0 56.0 80003516.0
89 6235.0 41446 l1 PP1 4.0 4.0 1.0 1.0 0.0 0.0 27.0 52.0 43.0 19.0 80003518.0
92 6235.0 41446 l1 PP1 4.0 7.0 1.0 1.0 0.0 0.0 9.0 12.0 6.0 1.0 80006277.0
95 6235.0 41446 l1 PP1 4.0 10.0 1.0 1.0 0.0 0.0 24.0 37.0 29.0 12.0 80006303.0
96 6235.0 41446 l1 PP1 4.0 11.0 1.0 1.0 0.0 0.0 0.0 2.0 7.0 8.0 80006734.0
98 6235.0 41446 l1 PP1 5.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 7.0 9.0 80000482.0
100 6235.0 41446 l1 PP1 5.0 2.0 1.0 1.0 0.0 0.0 7.0 9.0 6.0 2.0 80000484.0
101 6235.0 41446 l1 PP1 5.0 3.0 1.0 1.0 0.0 0.0 0.0 1.0 11.0 24.0 80001572.0
104 6235.0 41446 l1 PP1 5.0 6.0 1.0 1.0 0.0 0.0 13.0 16.0 6.0 0.0 80001575.0
105 6235.0 41446 l1 PP1 5.0 7.0 1.0 1.0 1.0 0.0 3.0 6.0 6.0 2.0 80003518.0
106 6235.0 41446 l1 PP1 5.0 8.0 1.0 1.0 1.0 0.0 0.0 3.0 6.0 5.0 80004097.0
108 6235.0 41446 l1 PP1 5.0 10.0 1.0 1.0 1.0 0.0 0.0 4.0 8.0 7.0 80007030.0
109 6235.0 41446 l1 PP1 5.0 11.0 1.0 1.0 0.0 0.0 4.0 8.0 7.0 3.0 80007031.0
110 6235.0 41446 l1 PP1 6.0 0.0 1.0 1.0 1.0 0.0 0.0 3.0 7.0 6.0 80001573.0
